CASEID	ID	Q1A	Q1B	Q1C1	Q1C2	Q1C3	Q1C4	Q1C5	Q1C6	Q1C7	Q1D1	Q1D2	Q1D3	Q1D4	Q1D5	Q1D6	Q1D7	Q1D8	Q1E	Q1F	Q1G	Q1H	PROSPECT	Q2A1	Q2A2	Q2A3	Q2C	N_2C1	N_2C2	N_2C3	N_2C4	Q2F1	Q2G	N_PERTME	TIC_N_1	TIC_N_2	TIC_N_3	TIC_N_4	TIC_N_5	TIC_N_6	TIC_N_7	TIC_N_8	TIC_N_9	TIC_N_10	TIC_N_11	TIC_N_12	TIC_N_13	TIC_N_14	TIC_N_15	TIC_N_16	Q3A1	Q3B1	N_Q3C1	Q3A2	Q3B2	N_Q3C2	Q3A3	Q3B3	N_Q3C3	Q3A4	Q3B4	N_Q3C4	Q3A5	Q3B5	N_Q3C5	Q3A6	Q3B6	N_Q3C6	Q3A7	Q3B7	N_Q3C7	N_Q3A8	N_Q3B8	N_Q3C8	Q3C1	Q3C2	Q3C3	Q3C4	Q3C5	Q3D	Q3E	Q3F1	Q3F2	Q3G1	Q3G2	Q3G3	Q3G4	Q3G5	Q3G6	Q3H	Q3I	N_Q3K	Q3J	N_Q3M	Q3K1	Q3K2	Q3K3	Q3K4	Q3K5	Q3K6	Q3K7	Q3K8	Q3K9	Q3K10	Q3K11	N_Q3K10	N_Q3K12	Q3L1	Q3M1	Q3L2	Q3M2	Q3L3	Q3M3	Q3L4	Q3M4	Q3N1	Q3N2	Q3N3	Q3O	Q3P	Q3Q	Q5A	Q5B1	Q5B2	Q5C1	Q5C2A	Q5C2B	Q5C2C	Q5C2D	Q5D	Q5E1	Q5E2	Q5E3	Q5F1	Q5F2	Q5G	Q5H	Q5I1	Q5I2	Q5I3	Q5I4	ZIPCODE	GENDER	WEIGHT	DISTRICT	STATE	USRCOFIX	CM_SEG	VERSION
1064	   51970	3	2	5	0	7	8	5	1	5	2	2	1	1	2	2	2	 	2	2	1	2	1	 	 	 	 	 	 	 	 	 	 	 	5	0	8	8	9	5	2	5	5	0	2	9	8	0	9	8	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	 	 	 	 	 	2	2	1	2	3	1	1	3	3	3	2	1	1	2	 	5	10	4	7	7	9	9	9	2	9	2	9	8	2	 	1	3	2	 	1	4	2	2	2	2	30	1	1	2	3	1	0	1	0	0	5	1957	44	2	1	1	1	2	2	 	1	4	-1	2	.53	3	31	 	7	2
1065	   51980	3	2	4	0	5	1	0	0	1	1	2	1	1	2	2	2	 	12	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	10	7	7	6	8	8	10	10	5	10	6	6	3	10	10	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	3	3	2	2	3	1	2	3	3	3	2	2	 	2	 	10	10	10	5	10	1	4	10	10	0	1	0	10	1	4	2	 	2	 	1	4	2	1	2	1	3	0	3	1	 	2	 	 	 	 	4	1923	78	6	2	 	1	2	1	1	 	1	-1	2	.92	3	39	 	7	2
1066	   51982	3	2	4	8	5	5	5	5	5	1	2	2	2	2	2	2	 	2	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	10	10	5	10	5	10	7	5	10	5	7	10	8	6	0	1	2	 	1	2	 	1	2	 	1	2	 	1	2	 	1	2	 	1	1	2	2	 	 	2	1	2	2	2	2	2	2	2	1	1	3	3	3	1	2	1	1	2	 	5	10	7	5	6	7	6	8	7	10	0	10	0	1	3	1	3	2	 	1	4	2	2	2	2	6	2	1	2	5	1	3	0	0	0	5	1962	39	2	1	4	1	2	1	3	 	3	-1	1	.62	7	11	 	7	2
1067	   52023	5	2	0	10	5	8	10	6	10	1	2	2	2	2	2	2	 	0	2	1	1	1	2	4	1	4	4	1	9999	 	2	10	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	1	2	 	 	 	 	 	 	2	2	1	1	1	1	2	3	3	1	2	2	 	2	 	10	10	0	10	10	7	0	10	10	0	0	9	10	1	2	1	2	2	 	1	4	1	1	2	1	0	0	2	2	4	2	 	 	 	 	3	1982	19	1	1	 	2	2	1	2	 	2	-1	1	1.37	7	10	 	7	1
1068	   52034	3	2	5	10	8	8	3	3	4	2	2	1	2	2	2	2	 	2	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	10	10	8	10	10	5	10	5	9	4	9	10	8	8	10	2	 	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	1	2	 	1	2	 	 	 	 	 	 	3	2	2	1	1	1	1	2	2	1	2	1	2	1	9999	7	10	10	10	10	8	8	10	10	7	5	9	10	2	 	1	4	2	 	1	4	2	1	2	2	0	0	1	2	6	1	1	0	0	3	4	1958	43	2	1	1	2	2	1	2	 	2	-1	1	.62	7	34	 	7	2
1069	   52074	2	2	7	0	10	10	0	0	0	1	2	1	1	2	2	2	 	4	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	8	10	0	8	0	0	5	5	10	8	10	10	10	0	0	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	1	1	2	2	 	 	2	1	1	1	2	3	3	2	2	1	1	1	2	3	1	3	1	21	2	 	8	10	8	10	10	10	10	8	8	10	5	8	0	2	 	1	4	2	 	2	 	2	2	2	2	5	3	1	2	4	1	1	1	0	0	6	1973	28	1	1	4	1	2	2	 	2	5	-1	1	.74	6	5	 	7	2
1070	   60014	3	2	7	8	9	10	6	7	7	2	2	2	2	2	2	2	 	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	7	9	8	10	8	9	8	8	8	8	8	9	10	10	8	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	3	2	2	2	1	1	1	3	1	1	2	2	 	2	 	7	9	8	7	9	7	7	9	8	8	8	8	8	1	2	1	3	2	 	2	 	2	1	2	2	5	5	1	2	5	1	0	0	3	0	5	1958	43	2	1	1	1	2	2	 	1	4	-1	2	.53	5	22	 	7	2
1071	   60032	3	1	6	5	10	10	3	7	5	2	2	2	2	2	2	2	 	0	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	10	10	0	8	8	7	0	10	8	6	8	10	8	6	8	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	2	2	2	3	1	1	3	1	1	2	2	 	2	 	8	8	8	0	6	2	0	6	6	5	0	8	10	1	3	1	3	2	 	2	 	2	2	2	1	12	0	3	1	 	2	 	 	 	 	5	1956	45	3	1	 	1	2	1	3	 	3	-1	2	.57	5	46	 	7	2
1072	   60052	1	1	8	10	10	10	8	5	10	1	2	1	1	2	2	2	 	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	0	10	5	0	0	0	0	5	10	0	0	0	0	0	10	0	1	2	 	1	2	 	2	 	 	1	1	1	2	 	 	1	2	 	2	 	 	1	2	 	2	1	1	1	2	2	2	2	1	3	1	1	3	3	1	2	2	 	2	 	10	10	10	10	10	10	10	10	0	0	0	10	0	1	2	1	2	2	 	1	3	1	1	2	2	10	0	3	1	 	2	 	 	 	 	3	1944	57	4	3	 	1	2	9999	 	 	 	-1	2	1.42	5	22	 	7	2
1073	   60077	3	1	9	5	7	8	5	5	6	2	2	2	2	2	2	2	 	3	2	1	1	1	1	3	1	5	4	2	1	3	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	3	3	2	2	 	2	 	5	5	7	7	7	8	5	7	5	5	6	5	5	1	4	1	3	2	 	1	4	1	2	2	2	10	2	1	2	7	1	0	0	0	0	4	1948	53	3	1	3	1	2	1	2	 	2	-1	2	.43	5	22	 	7	1
1074	   60119	1	1	5	8	10	10	10	5	10	2	2	2	2	2	2	2	 	0	2	1	1	1	4	2	4	5	4	2	1	3	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	2	 	 	2	 	 	1	2	 	1	1	1	2	 	 	2	 	 	2	 	 	1	2	2	2	2	2	2	2	2	2	1	1	1	3	3	1	2	 	2	 	10	10	10	0	10	5	5	10	10	5	5	10	5	1	3	1	3	2	 	1	3	1	1	1	2	25	0	1	2	2	2	 	 	 	 	4	1947	54	3	2	1	4	1	1	2	 	2	-1	2	.42	5	22	 	7	1
1075	   60124	3	2	5	8	8	10	4	6	7	2	1	2	1	2	2	2	 	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	7	8	2	3	6	2	9	5	4	5	3	6	5	7	2	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	2	 	 	1	2	 	1	2	 	 	 	 	 	 	3	3	1	2	1	1	1	3	1	2	2	2	 	2	 	3	7	3	6	3	1	9	6	4	1	1	2	1	1	3	1	3	2	 	2	 	2	2	2	2	5	2	1	2	5	1	0	0	3	0	5	1960	41	2	1	1	1	2	2	 	1	4	-1	2	.53	5	7	 	7	2
1076	   60188	3	2	10	5	8	10	0	8	6	1	2	2	2	2	2	2	 	0	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	9	10	0	7	10	0	7	9	0	10	8	10	10	10	8	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	2	 	 	 	 	 	 	 	3	3	2	2	3	1	2	3	3	1	2	2	 	2	 	7	5	10	5	10	8	5	9	8	0	0	5	10	1	4	1	4	2	 	1	4	2	2	2	2	4	0	1	2	4	1	0	0	2	0	4	1957	44	2	2	1	1	2	1	2	 	2	-1	2	.47	3	33	 	7	2
1077	   60215	3	2	8	9	9	10	3	1	6	1	1	2	1	2	2	2	 	25	2	1	2	1	2	4	1	2	3	2	1	4	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	3	2	2	1	1	1	3	3	1	2	2	 	2	 	10	4	6	4	7	6	3	7	8	3	0	2	2	1	3	1	4	1	4	1	4	2	1	2	1	10	0	2	2	3	2	 	 	 	 	6	1966	35	2	1	 	1	2	2	 	1	4	-1	1	.35	3	39	 	7	1
1078	   60222	3	2	7	6	9	10	2	2	7	1	2	1	1	2	1	2	 	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	8	8	1	0	6	6	10	8	0	2	9	2	7	5	8	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	2	 	 	1	2	 	1	2	 	 	 	 	 	 	3	3	1	2	1	1	1	3	3	1	2	2	 	2	 	9	9	8	9	9	2	9	7	5	0	1	8	9	2	 	2	 	2	 	2	 	 	 	 	2	2	0	1	2	5	2	 	 	 	 	5	1952	49	3	1	1	1	2	2	 	3	6	-1	2	.94	3	39	 	7	2
1079	   60241	3	2	2	3	3	5	0	2	2	2	2	1	2	2	2	2	 	2	2	1	1	1	4	4	1	2	2	4	3	1	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	2	2	1	1	1	1	1	3	3	3	2	2	 	2	 	6	6	7	6	7	7	0	7	0	6	0	6	7	2	 	1	4	2	 	2	 	1	2	2	2	12	1	1	2	3	1	1	0	0	1	3	1957	44	2	2	1	1	2	2	 	1	4	-1	1	1.46	3	31	 	7	1
1080	   60247	3	2	5	5	5	9999	9999	9999	7	2	2	1	2	2	2	2	 	4	2	1	1	1	2	2	1	3	3	1	4	2	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	3	2	2	2	2	2	2	3	3	1	2	2	 	1	1	8	0	9	6	7	5	0	8	0	6	0	7	0	1	2	2	 	1	3	1	3	1	1	2	2	3	0	2	1	 	2	 	 	 	 	5	1963	38	2	1	 	1	2	1	2	 	2	-1	1	.33	1	36	 	7	1
1081	   80045	1	1	8	6	5	5	3	3	6	1	2	2	2	2	2	2	 	2	2	1	1	1	1	2	1	3	4	1	3	2	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	2	 	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	1	2	 	 	 	 	 	 	2	3	2	2	2	1	1	3	2	2	1	1	2	1	28	3	10	7	10	10	3	10	10	8	5	8	10	10	1	3	1	3	2	 	1	4	1	2	2	2	5	2	1	2	4	1	0	0	0	9999	5	1952	49	3	1	1	1	2	2	 	2	5	-1	1	.94	9	4	 	7	1
1082	   80092	3	2	2	4	9	6	3	9	2	1	2	1	2	2	2	2	 	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	6	8	6	6	9	8	6	5	5	3	9	8	9	9	8	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	2	2	9999	2	3	1	1	3	1	1	2	2	 	2	 	8	8	5	6	8	6	4	8	6	5	4	7	6	2	 	1	3	2	 	2	 	2	1	2	2	4	1	2	2	5	1	0	1	0	9999	4	1982	19	1	6	 	1	2	9999	 	 	 	-1	2	.95	9	19	 	7	2
1083	   80208	1	2	10	10	10	10	0	0	5	1	2	2	2	2	2	2	 	0	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	10	10	0	0	0	10	5	0	0	10	10	10	10	10	0	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	3	3	2	2	1	1	1	3	3	1	1	2	 	1	34	10	8	5	8	10	8	0	10	0	10	0	10	0	2	 	1	2	2	 	2	 	2	2	2	2	1	1	1	2	6	1	0	0	3	1	4	1960	41	2	6	5	1	2	1	2	 	2	-1	2	.47	4	3	 	7	2
1084	   80221	3	2	3	10	10	10	3	3	5	2	1	2	1	2	2	2	 	4	1	1	1	1	1	4	1	3	4	2	1	3	2	10	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	3	2	2	1	1	1	1	3	3	1	2	2	 	1	5	8	8	5	8	5	10	3	5	0	0	0	8	0	1	4	2	 	2	 	1	4	2	2	2	2	0	0	9999	9999	 	 	 	 	 	 	9999	9999	-7998	 	9999	 	9999	9999	9999	 	 	 	-1	2	.95	4	29	 	7	1
1085	   80237	3	2	3	4	6	6	0	0	2	2	2	2	1	2	2	2	 	4	2	1	1	1	3	3	2	2	4	3	2	1	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	2	2	1	2	3	1	1	3	3	1	2	1	21	1	28	8	10	2	9	7	9	0	3	6	3	3	4	5	1	4	1	4	2	 	1	4	2	2	2	2	10	0	1	2	3	1	1	0	0	0	6	1968	33	1	1	1	1	2	1	3	 	3	-1	1	.45	9	44	 	7	1
1086	   80247	3	1	10	1	4	1	1	1	3	1	2	1	2	2	2	2	 	6	1	1	1	1	2	3	1	3	4	3	2	1	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	3	2	1	2	1	1	3	3	3	1	2	2	 	2	 	8	10	8	5	10	1	10	10	10	10	5	10	8	1	3	1	3	1	4	2	 	2	1	1	2	5	0	1	2	4	1	2	0	0	0	5	1967	34	1	1	2	4	1	1	2	 	2	-1	1	.35	4	45	 	7	1
1087	   80251	3	2	8	5	8	7	2	5	8	1	2	2	2	2	2	2	 	3	2	1	1	1	2	3	3	2	2	4	3	1	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	3	3	2	1	1	3	2	3	3	1	2	2	 	1	1	2	5	2	2	5	5	2	7	5	2	1	10	5	1	1	2	 	2	 	1	4	2	1	1	2	0	0	1	2	3	1	0	1	0	0	4	1954	47	3	1	1	1	2	1	3	 	3	-1	1	.82	9	44	 	7	1
1088	   80260	3	2	5	3	7	8	5	4	7	1	2	1	2	2	2	2	 	3	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	5	7	7	7	8	7	10	8	9	5	7	9	8	9	8	9	2	 	 	1	2	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	1	1	2	2	1	1	2	2	3	2	2	2	3	1	2	3	3	2	2	2	 	2	 	8	9	8	8	9	9	7	9	9	9	7	8	9	1	3	1	3	2	 	2	 	1	2	2	2	5	1	1	2	4	1	1	0	1	0	4	1962	39	2	1	2	1	2	1	3	 	3	-1	1	.88	4	6	 	7	2
1089	   80264	3	2	8	10	1	1	10	1	10	2	1	2	2	2	2	2	 	1	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	10	10	5	10	10	5	10	5	5	5	10	5	10	5	10	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	1	1	2	2	 	 	2	 	 	1	2	2	1	2	2	1	2	2	1	3	3	1	1	1	2	1	21	2	 	5	10	5	10	10	0	5	10	10	0	5	10	10	2	 	1	4	2	 	1	3	1	2	2	2	2	0	1	2	2	2	 	 	 	 	3	1973	28	1	1	1	1	2	1	2	 	2	-1	2	1	9	4	 	7	2
1090	   80319	1	1	10	0	10	7	0	5	7	1	2	1	2	2	2	1	1	3	2	1	1	1	3	4	2	3	2	4	1	3	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	2	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	1	2	1	2	1	2	2	3	3	2	2	3	1	1	3	3	1	2	2	 	2	 	8	10	7	5	10	0	0	10	4	0	0	5	0	1	4	2	 	2	 	1	4	2	2	2	2	6	0	1	2	2	2	 	 	 	 	5	1951	50	3	1	1	1	2	1	3	 	3	-1	2	.57	9	37	 	7	1
1091	   80335	3	2	10	9	10	10	8	8	9	2	1	2	2	2	2	2	 	3	2	1	2	1	1	4	1	5	3	2	4	1	1	8	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	1	1	2	2	 	 	1	2	 	2	1	1	2	2	2	2	1	2	1	1	1	3	2	2	2	1	32	1	34	0	9	10	8	0	10	0	0	8	0	0	0	0	1	2	1	2	2	 	1	3	1	1	1	2	6	0	1	2	6	1	0	2	1	0	2	1945	56	4	1	1	4	2	2	 	3	6	-1	2	2.98	9	44	 	7	1
1092	   80348	3	2	6	7	9	10	3	3	8	1	2	2	2	2	2	2	 	0	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	6	7	8	3	3	8	8	6	8	8	6	8	9	9	6	2	 	 	1	2	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	 	 	 	 	 	3	2	1	2	1	1	1	3	3	1	2	1	21	2	 	5	8	0	0	7	0	0	3	3	0	0	3	0	1	4	1	4	1	4	1	4	1	2	2	2	2	0	1	2	5	1	2	0	0	0	6	1968	33	1	1	4	1	2	2	 	1	4	-1	1	.39	9	44	 	7	2
1093	   50003	3	2	4	9999	8	8	5	8	6	1	2	2	1	2	2	2	 	1	2	1	1	1	2	4	1	3	2	1	3	4	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	1	2	 	 	 	 	 	 	2	2	2	2	2	1	1	2	1	1	2	2	 	1	9999	6	5	0	2	0	0	0	0	0	0	4	0	7	2	 	1	4	2	 	1	4	2	1	2	1	10	0	1	2	4	1	0	2	0	1	5	1958	43	2	4	1	2	2	2	 	1	4	-1	2	.7	7	47	 	9	1
1094	   50011	3	1	8	3	6	3	0	5	3	1	2	1	2	2	2	2	 	3	2	1	1	1	2	1	1	5	2	4	1	3	2	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	2	 	 	2	 	 	1	1	1	2	 	 	2	 	 	2	 	 	1	2	 	2	1	2	2	2	3	2	1	2	1	1	3	3	1	1	2	2	 	2	 	10	10	8	6	5	6	6	6	5	3	8	6	10	1	4	2	 	2	 	2	 	2	1	2	2	1	1	1	2	2	2	 	 	 	 	4	1974	27	1	1	1	1	2	1	3	 	3	-1	2	.97	8	28	 	9	1
1095	   50014	2	2	4	3	5	4	2	2	4	1	2	1	1	2	2	1	4	1	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	4	2	6	2	4	0	9	7	7	6	4	8	8	10	8	0	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	2	 	 	1	2	 	1	1	1	2	1	1	2	2	3	3	2	2	2	1	2	2	2	1	2	2	 	1	5	6	2	0	0	0	0	0	0	0	0	0	0	0	1	4	2	 	2	 	2	 	2	1	2	2	0	0	1	2	2	2	 	 	 	 	5	1959	42	2	1	1	1	2	1	3	 	3	-1	1	.62	1	14	 	9	2
1096	   50079	4	2	4	3	6	8	1	2	3	2	2	1	1	2	2	2	 	2	2	1	1	1	3	4	2	2	2	1	4	3	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	3	3	2	2	1	1	1	2	1	1	3	2	 	2	 	2	0	0	0	0	0	0	0	0	0	0	0	0	2	 	2	 	2	 	2	 	 	 	 	2	0	0	1	2	5	1	3	0	0	9999	3	1966	35	2	2	1	1	2	1	1	 	1	-1	2	1.62	1	15	 	9	1
1097	   50117	3	2	7	0	5	9	0	0	5	2	2	2	2	2	2	2	 	0	2	1	1	1	2	2	1	3	2	4	1	3	2	0	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	1	2	 	 	 	 	 	 	2	2	2	1	2	1	1	2	2	1	2	2	 	2	 	6	8	5	4	2	1	2	0	4	0	3	0	3	1	3	2	 	2	 	1	4	1	1	1	1	0	0	4	1	 	2	 	 	 	 	3	1929	72	5	3	 	1	2	9999	 	 	 	-1	2	1.76	7	10	 	9	1
1098	   50203	3	2	4	0	6	8	0	4	0	2	2	1	2	2	2	2	 	0	2	1	1	1	3	3	2	5	2	1	4	3	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	3	1	2	3	1	3	1	1	1	3	2	 	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	2	 	1	4	2	2	2	2	12	0	1	2	3	2	 	 	 	 	3	1947	54	3	1	1	1	2	1	1	 	1	-1	2	1.51	7	8	 	9	1
1099	   50209	3	1	8	8	9	9	5	7	5	1	1	2	1	2	2	2	 	1	2	2	1	1	3	3	1	5	4	2	1	3	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	2	 	1	2	 	1	2	 	1	1	2	2	 	 	1	2	 	2	 	 	2	1	2	2	2	3	3	2	2	1	1	1	2	1	1	3	2	 	2	 	3	5	4	8	8	8	8	4	4	3	3	3	5	1	4	2	 	2	 	2	 	2	2	2	2	0	0	1	2	2	2	 	 	 	 	4	1952	49	3	1	1	1	2	1	3	 	3	-1	2	.82	7	41	 	9	1
1100	   50210	3	2	3	0	8	8	0	5	0	2	2	1	1	2	2	2	 	4	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	4	8	5	7	4	4	6	6	6	5	7	8	8	8	7	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	3	2	2	1	1	1	3	1	1	3	1	1	1	9999	4	6	4	5	4	4	1	4	4	4	4	5	6	2	 	2	 	2	 	2	 	 	 	 	2	0	0	1	2	4	9999	 	 	 	 	4	1957	44	2	1	1	1	2	1	3	 	3	-1	2	.88	8	26	 	9	2
1101	   50212	3	2	4	0	7	10	8	0	8	2	2	1	1	1	2	2	 	4	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	10	9	8	8	10	8	8	8	8	8	5	7	9	8	9	4	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	3	2	2	3	1	1	1	3	1	3	2	 	2	 	5	4	5	6	5	5	2	5	5	0	1	4	4	2	 	2	 	2	 	2	 	 	 	 	2	0	0	1	2	6	1	0	1	3	1	4	1968	33	1	1	1	1	2	1	1	 	1	-1	2	.93	7	34	 	9	2
1102	   50214	4	2	3	0	4	6	2	1	2	2	2	1	2	2	2	2	 	4	2	1	2	1	 	 	 	 	 	 	 	 	 	 	 	9	7	5	5	9	3	10	9	9	8	8	6	8	8	9	8	2	 	 	1	2	 	2	 	 	1	2	 	1	2	 	2	 	 	1	2	 	1	2	 	 	 	 	 	 	3	3	1	2	1	1	1	2	2	1	2	2	 	2	 	5	9	7	9	8	5	8	8	5	1	9	5	9	1	4	1	3	2	 	1	4	2	1	2	2	100	0	1	2	2	2	 	 	 	 	4	1933	68	5	3	3	1	2	1	1	 	1	-1	1	.92	1	14	 	9	2
1103	   50228	2	2	10	6	8	8	5	7	5	1	2	1	1	2	1	2	 	6	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	4	7	4	7	6	7	3	5	10	7	3	6	7	8	7	5	2	 	 	2	 	 	2	 	 	1	1	2	1	1	2	2	 	 	2	 	 	2	 	 	2	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	 	2	 	10	10	10	7	10	10	7	8	8	8	8	9	8	1	3	2	 	2	 	1	4	2	1	2	2	1	1	3	2	4	1	1	2	 	 	3	1960	41	2	4	 	1	2	1	1	 	1	-1	2	1.62	7	10	 	9	2
1104	   50231	2	1	9	5	7	5	5	5	5	1	2	1	2	2	2	2	 	15	1	1	1	1	1	3	1	3	2	4	1	3	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	2	3	2	1	2	1	2	1	1	1	2	2	 	2	 	5	0	5	0	5	10	0	0	7	0	0	5	0	1	3	2	 	2	 	1	4	1	1	2	1	2	0	1	9999	 	 	 	 	 	 	6	1962	39	2	2	1	9999	9999	1	9999	 	 	-1	2	.37	1	14	 	9	1
1105	   50273	2	1	9	7	10	10	8	10	7	1	2	2	2	2	2	2	 	3	2	1	1	1	1	2	2	5	3	2	4	1	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	3	2	1	2	2	1	1	2	1	1	2	2	 	2	 	7	7	7	7	7	7	7	7	7	7	7	7	7	1	4	2	 	2	 	2	 	2	2	2	2	0	0	1	2	4	9999	 	 	 	 	6	1966	35	2	1	1	1	2	2	 	3	6	-1	2	.67	3	33	 	9	1
